transaction_id,user_id,bank_name,payment_mode,amount,transaction_time,status,failure_reason,city,device_type,network_type
36,3769,Axis,Credit Card,620,2025-01-05 15:23:00,SUCCESS,,Chennai,iOS,5G
37,2660,PNB,Debit Card,1270,2025-01-08 03:08:00,SUCCESS,,Chennai,Android,WiFi
38,2541,ICICI,Credit Card,2977,2025-01-06 16:47:00,SUCCESS,,Bangalore,Android,WiFi
39,413,HDFC,Credit Card,1116,2025-01-10 03:34:00,SUCCESS,,Mumbai,Android,5G
40,3211,HDFC,Debit Card,204,2025-01-22 00:37:00,SUCCESS,,Delhi,iOS,5G
41,2604,Axis,Credit Card,2817,2025-01-20 10:10:00,SUCCESS,,Hyderabad,Android,5G
42,2569,HDFC,Debit Card,478,2025-01-22 18:42:00,SUCCESS,,Mumbai,iOS,WiFi
43,7,Axis,Debit Card,3152,2025-01-12 01:32:00,SUCCESS,,Hyderabad,Android,WiFi
44,1261,SBI,Debit Card,3681,2025-01-28 17:20:00,SUCCESS,,Bangalore,iOS,WiFi
45,181,PNB,UPI,4935,2025-01-05 17:21:00,FAILED,Insufficient Funds,Delhi,Android,5G
46,354,Axis,UPI,3439,2025-01-07 23:56:00,SUCCESS,,Bangalore,iOS,4G
47,2825,Axis,Credit Card,1329,2025-01-08 12:55:00,SUCCESS,,Chennai,Android,WiFi
48,3906,ICICI,UPI,840,2025-01-06 18:55:00,SUCCESS,,Hyderabad,iOS,4G
49,3828,SBI,UPI,1487,2025-01-07 13:37:00,SUCCESS,,Delhi,iOS,WiFi
50,3341,HDFC,Credit Card,3642,2025-01-12 21:00:00,SUCCESS,,Chennai,iOS,4G
51,2250,Axis,Debit Card,1396,2025-01-12 03:52:00,SUCCESS,,Hyderabad,Android,WiFi
52,1225,ICICI,Debit Card,1465,2025-01-19 15:30:00,SUCCESS,,Delhi,Android,WiFi
53,783,PNB,Debit Card,3324,2025-01-13 21:32:00,SUCCESS,,Bangalore,iOS,WiFi
54,2638,PNB,Credit Card,247,2025-01-07 00:51:00,SUCCESS,,Bangalore,Android,5G
55,2074,SBI,Debit Card,77,2025-01-04 10:29:00,FAILED,Insufficient Funds,Delhi,Android,4G
56,1612,SBI,Credit Card,4186,2025-01-21 21:13:00,SUCCESS,,Bangalore,Android,WiFi
57,1849,ICICI,UPI,2577,2025-01-01 12:38:00,SUCCESS,,Bangalore,Android,5G
58,1201,ICICI,Credit Card,1970,2025-01-07 17:02:00,FAILED,Network Issue,Chennai,iOS,WiFi
59,3263,SBI,Credit Card,4219,2025-01-06 10:17:00,FAILED,Network Issue,Bangalore,Android,WiFi
60,2096,HDFC,Debit Card,3206,2025-01-19 18:54:00,SUCCESS,,Bangalore,iOS,4G
61,2028,ICICI,Debit Card,3881,2025-01-18 14:17:00,SUCCESS,,Mumbai,iOS,WiFi
62,602,HDFC,UPI,3174,2025-01-25 14:32:00,SUCCESS,,Mumbai,Android,5G
63,2427,ICICI,UPI,2380,2025-01-26 20:24:00,SUCCESS,,Hyderabad,iOS,5G
64,3067,SBI,Debit Card,236,2025-01-15 11:12:00,SUCCESS,,Hyderabad,iOS,5G
65,2380,HDFC,Debit Card,3335,2025-01-29 16:55:00,SUCCESS,,Bangalore,Android,5G
66,3334,Axis,UPI,3062,2025-01-09 18:13:00,SUCCESS,,Chennai,Android,5G
67,607,PNB,Debit Card,2272,2025-01-07 02:46:00,SUCCESS,,Hyderabad,Android,WiFi
68,1369,Axis,UPI,4511,2025-01-20 22:23:00,SUCCESS,,Chennai,Android,4G
69,2688,HDFC,Debit Card,3284,2025-01-30 20:47:00,SUCCESS,,Bangalore,Android,WiFi
70,585,SBI,UPI,651,2025-01-28 08:03:00,SUCCESS,,Hyderabad,Android,5G
71,2856,Axis,UPI,4499,2025-01-29 10:45:00,SUCCESS,,Bangalore,Android,5G
72,195,PNB,UPI,1975,2025-01-17 10:16:00,SUCCESS,,Delhi,Android,4G
73,3874,HDFC,UPI,3267,2025-01-16 10:32:00,SUCCESS,,Bangalore,Android,5G
74,2228,Axis,UPI,3167,2025-01-20 02:22:00,FAILED,Network Issue,Mumbai,Android,WiFi
75,1262,PNB,Credit Card,4443,2025-01-29 06:20:00,SUCCESS,,Delhi,iOS,5G
76,2473,HDFC,UPI,1689,2025-01-05 12:28:00,SUCCESS,,Chennai,Android,4G
77,2165,HDFC,Debit Card,582,2025-01-01 05:49:00,SUCCESS,,Mumbai,iOS,5G
78,3292,PNB,UPI,4114,2025-01-17 01:20:00,SUCCESS,,Delhi,Android,5G
79,1514,Axis,UPI,2294,2025-01-12 20:05:00,SUCCESS,,Chennai,Android,5G
80,635,Axis,Debit Card,2357,2025-01-30 10:03:00,SUCCESS,,Hyderabad,iOS,4G
81,593,PNB,UPI,2929,2025-01-29 22:40:00,FAILED,Timeout,Chennai,Android,WiFi
82,3236,Axis,Debit Card,622,2025-01-07 12:31:00,SUCCESS,,Delhi,iOS,WiFi
83,982,ICICI,Credit Card,3136,2025-01-04 23:04:00,FAILED,,Delhi,Android,WiFi
84,3068,Axis,Credit Card,4582,2025-01-13 08:31:00,SUCCESS,,Chennai,Android,4G
85,2992,HDFC,Debit Card,1695,2025-01-09 09:53:00,FAILED,Network Issue,Chennai,iOS,5G
86,2330,HDFC,UPI,3591,2025-01-09 07:27:00,SUCCESS,,Chennai,Android,4G
87,286,Axis,Debit Card,147,2025-01-13 14:04:00,SUCCESS,,Delhi,iOS,WiFi
88,2457,HDFC,UPI,3850,2025-01-17 22:55:00,SUCCESS,,Hyderabad,Android,4G
89,380,PNB,Debit Card,4606,2025-01-07 13:37:00,SUCCESS,,Chennai,Android,WiFi
90,2519,SBI,Debit Card,3469,2025-01-26 04:22:00,FAILED,Timeout,Mumbai,Android,WiFi
91,145,Axis,UPI,720,2025-01-13 17:54:00,SUCCESS,,Hyderabad,iOS,WiFi
92,3843,ICICI,UPI,3000,2025-01-03 22:14:00,SUCCESS,,Mumbai,iOS,4G
93,3282,ICICI,Credit Card,1987,2025-01-10 04:24:00,SUCCESS,,Mumbai,Android,WiFi
94,3927,Axis,Credit Card,1970,2025-01-03 22:12:00,SUCCESS,,Bangalore,Android,5G
95,501,SBI,Credit Card,1575,2025-01-02 12:19:00,SUCCESS,,Bangalore,Android,WiFi
96,2304,SBI,Credit Card,2792,2025-01-03 19:45:00,FAILED,Network Issue,Hyderabad,iOS,5G
97,1296,SBI,Credit Card,2772,2025-01-08 06:33:00,SUCCESS,,Hyderabad,Android,5G
98,2137,PNB,Debit Card,4749,2025-01-10 21:41:00,SUCCESS,,Mumbai,Android,4G
99,493,PNB,Credit Card,4045,2025-01-19 10:47:00,SUCCESS,,Mumbai,iOS,5G
100,2827,SBI,Credit Card,449,2025-01-26 21:44:00,SUCCESS,,Mumbai,Android,5G
101,2519,PNB,Debit Card,4465,2025-01-13 01:42:00,FAILED,Server Error,Bangalore,Android,4G
102,3617,ICICI,Debit Card,1800,2025-01-19 09:35:00,SUCCESS,,Bangalore,Android,4G
103,1026,PNB,Credit Card,3388,2025-01-06 12:34:00,FAILED,Server Error,Bangalore,Android,WiFi
104,1128,SBI,UPI,3499,2025-01-13 04:47:00,SUCCESS,,Chennai,iOS,4G
105,666,Axis,UPI,3374,2025-01-27 05:30:00,SUCCESS,,Hyderabad,iOS,4G
106,3681,ICICI,UPI,1945,2025-01-20 11:08:00,SUCCESS,,Hyderabad,iOS,4G
107,1914,Axis,Debit Card,4765,2025-01-16 23:07:00,SUCCESS,,Bangalore,iOS,WiFi
108,858,HDFC,Credit Card,4142,2025-01-20 21:11:00,SUCCESS,,Mumbai,Android,4G
109,2719,Axis,Credit Card,3581,2025-01-22 00:14:00,SUCCESS,,Mumbai,iOS,5G
110,3577,ICICI,Debit Card,3340,2025-01-12 12:43:00,SUCCESS,,Bangalore,Android,5G
111,3700,HDFC,UPI,3233,2025-01-16 02:46:00,SUCCESS,,Chennai,iOS,WiFi
112,125,SBI,UPI,2157,2025-01-29 05:41:00,SUCCESS,,Chennai,Android,WiFi
113,3281,HDFC,UPI,531,2025-01-21 05:44:00,SUCCESS,,Chennai,Android,4G
114,2269,HDFC,Credit Card,3404,2025-01-12 13:36:00,SUCCESS,,Mumbai,Android,4G
115,1907,HDFC,UPI,1195,2025-01-27 05:08:00,SUCCESS,,Hyderabad,iOS,5G
116,150,SBI,Debit Card,239,2025-01-16 15:37:00,FAILED,Network Issue,Delhi,Android,WiFi
117,3188,PNB,Credit Card,3564,2025-01-22 09:26:00,SUCCESS,,Delhi,iOS,4G
118,3188,PNB,UPI,2835,2025-01-19 05:00:00,FAILED,,Hyderabad,Android,5G
119,580,SBI,Credit Card,1919,2025-01-21 19:29:00,SUCCESS,,Delhi,Android,WiFi
120,3529,PNB,UPI,157,2025-01-03 12:13:00,FAILED,,Bangalore,iOS,4G
121,2270,SBI,Debit Card,2085,2025-01-24 02:08:00,SUCCESS,,Chennai,iOS,WiFi
122,2592,PNB,UPI,2861,2025-01-08 07:55:00,SUCCESS,,Hyderabad,Android,5G
123,1768,HDFC,Debit Card,4154,2025-01-10 23:34:00,SUCCESS,,Mumbai,Android,WiFi
124,3698,HDFC,Debit Card,3921,2025-01-13 17:09:00,FAILED,Timeout,Delhi,iOS,WiFi
125,1600,Axis,UPI,3283,2025-01-16 04:28:00,SUCCESS,,Bangalore,iOS,WiFi
126,3208,Axis,Debit Card,1706,2025-01-29 14:46:00,SUCCESS,,Chennai,iOS,WiFi
127,3116,SBI,Credit Card,435,2025-01-08 09:28:00,SUCCESS,,Delhi,iOS,WiFi
128,1132,Axis,Debit Card,4148,2025-01-13 23:32:00,SUCCESS,,Mumbai,iOS,4G
129,3311,PNB,Debit Card,3874,2025-01-26 00:37:00,FAILED,,Hyderabad,iOS,5G
130,3877,ICICI,Credit Card,1742,2025-01-07 16:04:00,SUCCESS,,Chennai,Android,5G
131,256,Axis,Debit Card,4362,2025-01-10 19:39:00,SUCCESS,,Hyderabad,iOS,4G
132,2362,SBI,Debit Card,2780,2025-01-01 00:52:00,FAILED,,Mumbai,iOS,4G
133,3415,PNB,UPI,2169,2025-01-20 07:06:00,SUCCESS,,Delhi,iOS,5G
134,512,Axis,UPI,1112,2025-01-03 23:53:00,SUCCESS,,Hyderabad,iOS,5G
135,1571,PNB,Debit Card,1499,2025-01-26 08:58:00,FAILED,Timeout,Hyderabad,iOS,WiFi
136,1363,Axis,Credit Card,581,2025-01-02 11:54:00,SUCCESS,,Hyderabad,iOS,5G
137,3905,HDFC,UPI,3924,2025-01-27 20:21:00,SUCCESS,,Bangalore,iOS,WiFi
138,3005,ICICI,Debit Card,2634,2025-01-01 15:55:00,SUCCESS,,Hyderabad,Android,4G
139,3805,HDFC,Debit Card,2354,2025-01-03 03:58:00,SUCCESS,,Delhi,iOS,WiFi
140,1946,Axis,Credit Card,1995,2025-01-11 20:11:00,SUCCESS,,Chennai,iOS,5G
141,1614,ICICI,Credit Card,13,2025-01-28 11:38:00,SUCCESS,,Delhi,Android,5G
142,1368,PNB,Credit Card,573,2025-01-11 02:18:00,FAILED,,Chennai,Android,5G
143,3977,Axis,Debit Card,394,2025-01-24 03:16:00,SUCCESS,,Chennai,iOS,WiFi
144,2796,ICICI,UPI,1190,2025-01-02 11:58:00,SUCCESS,,Hyderabad,iOS,5G
145,3731,ICICI,Credit Card,1040,2025-01-29 09:27:00,SUCCESS,,Chennai,iOS,5G
146,1490,HDFC,Debit Card,2283,2025-01-24 06:28:00,SUCCESS,,Bangalore,iOS,4G
147,141,ICICI,Debit Card,617,2025-01-01 12:32:00,SUCCESS,,Hyderabad,iOS,WiFi
148,1039,HDFC,UPI,2295,2025-01-25 14:25:00,SUCCESS,,Hyderabad,Android,WiFi
149,1423,PNB,Credit Card,1218,2025-01-15 05:32:00,SUCCESS,,Bangalore,Android,5G
150,2901,HDFC,Credit Card,955,2025-01-02 18:23:00,SUCCESS,,Hyderabad,Android,4G
151,2509,Axis,Debit Card,1060,2025-01-05 03:07:00,SUCCESS,,Delhi,Android,WiFi
152,3210,PNB,Debit Card,2255,2025-01-21 05:11:00,SUCCESS,,Delhi,Android,4G
153,734,ICICI,Debit Card,3838,2025-01-20 15:24:00,FAILED,Timeout,Delhi,Android,4G
154,2580,SBI,UPI,4309,2025-01-07 10:24:00,SUCCESS,,Hyderabad,Android,5G
155,1165,ICICI,UPI,4725,2025-01-25 23:28:00,FAILED,Timeout,Mumbai,iOS,5G
156,1037,PNB,Credit Card,3800,2025-01-09 21:20:00,SUCCESS,,Hyderabad,iOS,WiFi
157,2624,HDFC,UPI,31,2025-01-14 20:09:00,SUCCESS,,Delhi,Android,4G
158,2088,HDFC,Debit Card,1961,2025-01-22 14:24:00,FAILED,,Bangalore,Android,4G
159,529,ICICI,UPI,2232,2025-01-05 18:05:00,FAILED,Timeout,Bangalore,iOS,5G
160,3545,ICICI,Debit Card,1696,2025-01-28 15:27:00,SUCCESS,,Chennai,Android,4G
161,754,HDFC,Debit Card,4180,2025-01-28 03:41:00,SUCCESS,,Mumbai,Android,4G
162,1853,HDFC,Debit Card,1149,2025-01-25 06:36:00,SUCCESS,,Hyderabad,iOS,WiFi
163,2962,HDFC,Debit Card,563,2025-01-15 20:01:00,SUCCESS,,Chennai,Android,WiFi
164,3150,Axis,Debit Card,2183,2025-01-30 19:25:00,SUCCESS,,Chennai,iOS,WiFi
165,2407,SBI,Credit Card,1669,2025-01-26 03:22:00,FAILED,Network Issue,Chennai,iOS,WiFi
166,3897,SBI,Debit Card,88,2025-01-24 13:00:00,SUCCESS,,Delhi,iOS,4G
167,2288,ICICI,Debit Card,4650,2025-01-28 16:06:00,SUCCESS,,Bangalore,iOS,5G
168,3450,ICICI,Debit Card,3613,2025-01-15 00:26:00,SUCCESS,,Mumbai,iOS,5G
169,2773,SBI,Debit Card,1565,2025-01-13 20:23:00,SUCCESS,,Chennai,Android,WiFi
170,732,SBI,Credit Card,4876,2025-01-24 17:37:00,SUCCESS,,Delhi,Android,WiFi
171,2131,ICICI,UPI,3943,2025-01-30 21:31:00,FAILED,Timeout,Hyderabad,Android,WiFi
172,3663,HDFC,Credit Card,2865,2025-01-11 10:01:00,SUCCESS,,Hyderabad,iOS,WiFi
173,2605,Axis,Debit Card,525,2025-01-18 12:24:00,FAILED,Insufficient Funds,Hyderabad,Android,4G
174,992,ICICI,Credit Card,4556,2025-01-27 11:55:00,SUCCESS,,Hyderabad,iOS,4G
175,2761,PNB,UPI,1621,2025-01-21 19:14:00,SUCCESS,,Bangalore,iOS,5G
176,278,Axis,Credit Card,590,2025-01-29 11:17:00,SUCCESS,,Mumbai,Android,4G
177,2076,SBI,Credit Card,3537,2025-01-10 21:24:00,FAILED,,Chennai,iOS,WiFi
178,3488,ICICI,Credit Card,1763,2025-01-29 00:50:00,SUCCESS,,Hyderabad,Android,5G
179,2151,SBI,Credit Card,1775,2025-01-01 04:40:00,SUCCESS,,Delhi,Android,4G
180,2940,ICICI,Debit Card,3930,2025-01-01 23:04:00,SUCCESS,,Delhi,Android,5G
181,355,HDFC,Debit Card,4157,2025-01-01 05:00:00,SUCCESS,,Hyderabad,iOS,4G
182,1723,ICICI,Debit Card,2854,2025-01-20 17:25:00,SUCCESS,,Bangalore,Android,4G
183,3955,Axis,Debit Card,947,2025-01-08 20:59:00,SUCCESS,,Bangalore,Android,4G
184,1375,SBI,Debit Card,3369,2025-01-18 06:26:00,SUCCESS,,Mumbai,Android,5G
185,2215,ICICI,Debit Card,835,2025-01-16 17:05:00,FAILED,Network Issue,Chennai,Android,5G
186,3010,PNB,Debit Card,838,2025-01-09 04:52:00,SUCCESS,,Delhi,Android,WiFi
187,2563,Axis,Debit Card,2100,2025-01-16 13:22:00,SUCCESS,,Mumbai,Android,4G
188,2053,HDFC,Debit Card,4310,2025-01-08 10:33:00,SUCCESS,,Delhi,Android,WiFi
189,3082,ICICI,Credit Card,4055,2025-01-29 18:28:00,SUCCESS,,Hyderabad,iOS,WiFi
190,2694,ICICI,UPI,1627,2025-01-11 20:27:00,SUCCESS,,Chennai,iOS,5G
191,2966,SBI,Credit Card,680,2025-01-05 02:36:00,FAILED,Network Issue,Bangalore,iOS,WiFi
192,1084,HDFC,UPI,1577,2025-01-15 03:16:00,SUCCESS,,Chennai,iOS,5G
193,562,PNB,Credit Card,3332,2025-01-07 12:31:00,SUCCESS,,Chennai,Android,5G
194,525,HDFC,Credit Card,2967,2025-01-19 21:27:00,SUCCESS,,Hyderabad,Android,4G
195,1226,ICICI,UPI,1529,2025-01-30 13:32:00,SUCCESS,,Chennai,Android,WiFi
196,3909,HDFC,Debit Card,401,2025-01-01 05:58:00,SUCCESS,,Mumbai,Android,WiFi
197,2205,ICICI,UPI,698,2025-01-16 20:56:00,SUCCESS,,Mumbai,Android,5G
198,2237,Axis,UPI,3092,2025-01-09 20:36:00,FAILED,Network Issue,Delhi,iOS,4G
199,641,ICICI,UPI,3950,2025-01-01 02:15:00,SUCCESS,,Bangalore,Android,5G
200,1075,Axis,Debit Card,453,2025-01-01 19:10:00,SUCCESS,,Bangalore,iOS,5G
201,2072,ICICI,UPI,2375,2025-01-08 03:58:00,SUCCESS,,Mumbai,Android,4G
202,1623,Axis,Credit Card,2103,2025-01-07 02:35:00,SUCCESS,,Delhi,iOS,4G
203,1828,ICICI,Debit Card,4591,2025-01-22 04:54:00,SUCCESS,,Chennai,iOS,WiFi
204,813,Axis,UPI,4369,2025-01-24 15:40:00,FAILED,,Chennai,Android,4G
205,3813,PNB,UPI,3832,2025-01-03 09:55:00,SUCCESS,,Mumbai,iOS,4G
206,2371,HDFC,Credit Card,2948,2025-01-30 07:47:00,FAILED,Server Error,Hyderabad,Android,5G
207,2143,Axis,Credit Card,218,2025-01-29 08:26:00,FAILED,Server Error,Delhi,Android,5G
208,1256,ICICI,UPI,3212,2025-01-11 13:06:00,SUCCESS,,Hyderabad,iOS,WiFi
209,2592,PNB,Debit Card,765,2025-01-07 13:25:00,FAILED,Insufficient Funds,Delhi,iOS,WiFi
210,1486,SBI,UPI,151,2025-01-29 22:16:00,SUCCESS,,Chennai,iOS,5G
211,3911,PNB,Credit Card,1597,2025-01-03 00:08:00,SUCCESS,,Bangalore,Android,WiFi
212,318,PNB,Credit Card,1360,2025-01-02 10:37:00,SUCCESS,,Delhi,Android,5G
213,709,PNB,Credit Card,3714,2025-01-12 20:06:00,SUCCESS,,Bangalore,Android,WiFi
214,3135,PNB,Debit Card,4782,2025-01-26 16:18:00,SUCCESS,,Bangalore,iOS,WiFi
215,309,PNB,Debit Card,4297,2025-01-29 04:44:00,SUCCESS,,Mumbai,iOS,4G
216,1070,HDFC,Debit Card,524,2025-01-23 10:48:00,FAILED,,Chennai,iOS,4G
217,2883,SBI,Credit Card,3831,2025-01-21 21:09:00,SUCCESS,,Delhi,Android,WiFi
218,1250,SBI,UPI,1689,2025-01-27 17:16:00,SUCCESS,,Delhi,iOS,5G
219,1269,PNB,UPI,1479,2025-01-15 10:18:00,SUCCESS,,Mumbai,iOS,WiFi
220,1535,PNB,UPI,1040,2025-01-29 20:11:00,SUCCESS,,Hyderabad,Android,WiFi
221,2674,Axis,UPI,3163,2025-01-24 04:17:00,FAILED,Network Issue,Delhi,Android,4G
222,3196,HDFC,UPI,875,2025-01-17 22:30:00,SUCCESS,,Bangalore,iOS,WiFi
223,365,SBI,UPI,4019,2025-01-20 02:08:00,SUCCESS,,Bangalore,Android,WiFi
224,2149,SBI,UPI,704,2025-01-26 01:14:00,SUCCESS,,Mumbai,iOS,5G
225,2554,Axis,UPI,3976,2025-01-12 14:18:00,SUCCESS,,Chennai,Android,4G
226,1177,HDFC,Debit Card,2210,2025-01-07 17:49:00,SUCCESS,,Mumbai,Android,4G
227,3843,SBI,Debit Card,2632,2025-01-26 02:15:00,SUCCESS,,Hyderabad,iOS,4G
228,767,PNB,Debit Card,1070,2025-01-03 22:26:00,SUCCESS,,Delhi,iOS,5G
229,2003,PNB,UPI,4823,2025-01-23 13:56:00,FAILED,,Bangalore,Android,4G
230,1266,Axis,Credit Card,3980,2025-01-25 12:48:00,FAILED,Server Error,Mumbai,Android,5G
231,3768,PNB,Credit Card,4710,2025-01-07 08:43:00,SUCCESS,,Hyderabad,iOS,4G
232,3338,HDFC,UPI,2900,2025-01-24 22:33:00,SUCCESS,,Mumbai,Android,5G
233,3605,HDFC,Debit Card,922,2025-01-15 00:19:00,SUCCESS,,Delhi,iOS,4G
234,1145,HDFC,Debit Card,3203,2025-01-06 21:19:00,FAILED,Timeout,Hyderabad,Android,4G
235,557,ICICI,Credit Card,125,2025-01-07 12:05:00,FAILED,,Mumbai,iOS,5G
236,933,SBI,UPI,2453,2025-01-07 19:56:00,SUCCESS,,Delhi,Android,4G
237,415,SBI,Credit Card,927,2025-01-29 00:25:00,SUCCESS,,Delhi,Android,4G
238,3604,ICICI,Debit Card,4493,2025-01-26 12:51:00,FAILED,,Hyderabad,iOS,5G
239,2830,PNB,Debit Card,440,2025-01-10 06:35:00,SUCCESS,,Mumbai,Android,WiFi
240,641,PNB,Debit Card,2259,2025-01-26 20:37:00,SUCCESS,,Delhi,iOS,4G
241,1384,HDFC,UPI,3348,2025-01-17 19:03:00,SUCCESS,,Bangalore,Android,WiFi
242,2951,Axis,Debit Card,1611,2025-01-17 05:21:00,SUCCESS,,Bangalore,iOS,5G
243,230,ICICI,UPI,4017,2025-01-07 00:41:00,SUCCESS,,Chennai,Android,5G
244,791,ICICI,Credit Card,755,2025-01-28 23:51:00,SUCCESS,,Mumbai,Android,5G
245,3506,Axis,UPI,4034,2025-01-09 03:07:00,FAILED,Network Issue,Hyderabad,Android,5G
246,2033,HDFC,UPI,3561,2025-01-19 04:04:00,SUCCESS,,Mumbai,Android,5G
247,3275,PNB,Credit Card,2755,2025-01-20 11:42:00,SUCCESS,,Bangalore,Android,5G
248,1611,PNB,UPI,1501,2025-01-19 09:12:00,SUCCESS,,Mumbai,Android,WiFi
249,1333,Axis,UPI,2893,2025-01-27 15:54:00,SUCCESS,,Chennai,iOS,5G
250,218,HDFC,Debit Card,4971,2025-01-18 00:34:00,SUCCESS,,Chennai,Android,4G
251,557,PNB,Debit Card,1249,2025-01-07 09:31:00,SUCCESS,,Bangalore,Android,4G
252,2406,SBI,Credit Card,2027,2025-01-30 11:09:00,SUCCESS,,Hyderabad,Android,WiFi
253,3920,PNB,UPI,3714,2025-01-22 03:21:00,SUCCESS,,Chennai,Android,WiFi
254,2044,HDFC,Credit Card,1457,2025-01-22 09:08:00,SUCCESS,,Mumbai,iOS,WiFi
255,2828,SBI,UPI,4098,2025-01-03 04:36:00,SUCCESS,,Chennai,Android,4G
256,1952,SBI,Debit Card,4421,2025-01-19 04:46:00,SUCCESS,,Chennai,Android,WiFi
257,528,SBI,UPI,2031,2025-01-12 06:33:00,FAILED,Timeout,Bangalore,Android,5G
258,2105,ICICI,Credit Card,2262,2025-01-12 13:52:00,SUCCESS,,Mumbai,Android,4G
259,3804,PNB,UPI,1652,2025-01-11 15:20:00,FAILED,,Hyderabad,iOS,5G
260,404,SBI,Debit Card,3392,2025-01-05 21:58:00,SUCCESS,,Bangalore,Android,WiFi
261,2103,Axis,Debit Card,3233,2025-01-21 17:51:00,SUCCESS,,Hyderabad,Android,4G
262,732,ICICI,Credit Card,3608,2025-01-02 04:10:00,SUCCESS,,Delhi,iOS,5G
263,2880,Axis,Credit Card,2910,2025-01-23 12:19:00,SUCCESS,,Bangalore,Android,5G
264,2185,HDFC,UPI,4845,2025-01-13 22:46:00,FAILED,Timeout,Mumbai,Android,4G
265,3061,ICICI,UPI,2068,2025-01-07 05:07:00,SUCCESS,,Bangalore,iOS,WiFi
266,3409,HDFC,Debit Card,490,2025-01-30 21:29:00,FAILED,,Mumbai,Android,4G
267,1010,SBI,UPI,498,2025-01-03 01:58:00,SUCCESS,,Chennai,Android,WiFi
268,3122,Axis,Debit Card,3631,2025-01-02 21:13:00,SUCCESS,,Bangalore,Android,5G
269,277,HDFC,Credit Card,3944,2025-01-18 08:29:00,SUCCESS,,Hyderabad,Android,5G
